,channelGrouping,date,fullVisitorId,visitId,visitNumber,visitStartTime,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,geoNetwork.city,geoNetwork.continent,geoNetwork.country,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.region,geoNetwork.subContinent,totals.hits,totals.newVisits,totals.pageviews,totals.sessionQualityDim,totals.timeOnSite,totals.totalTransactionRevenue,totals.transactionRevenue,totals.transactions,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
5026,0,2018-03-09,364101411019726749,1520626008,2,1520626008,0,0,False,0,3,0,0,3,17,2,0,21,0.0,18,56.0,509.0,16960000,11960000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5027,1,2018-03-09,6041817080731358465,1520610356,4,1520610356,0,0,False,0,0,0,0,0,0,0,0,22,0.0,16,84.0,1862.0,85580000,81580000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5028,3,2018-03-09,7955504510922096985,1520656574,1,1520656574,0,0,False,1,3,0,0,3,0,2,0,23,1.0,19,24.0,831.0,12990000,10990000,1,0,1,192,1,1.0,1,1,0.0,1,2,2,0,0
5029,1,2018-03-09,1174054477577236525,1520605658,9,1520605658,0,0,False,3,36,0,0,20,4,21,0,23,0.0,18,91.0,1115.0,83960000,78960000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,6,1
5030,0,2018-03-09,9388175505931895231,1520600966,2,1520600966,1,1,True,2,3,0,0,3,0,2,0,26,0.0,24,64.0,1195.0,31990000,23990000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5031,0,2018-03-09,7361690472042320327,1520637155,2,1520637155,0,0,False,0,6,0,0,2,0,1,0,28,0.0,17,77.0,677.0,159710000,156710000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5032,1,2018-03-09,717688308725599390,1520613452,1,1520613452,0,0,False,3,0,0,0,0,0,0,0,29,1.0,24,61.0,526.0,71980000,63980000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5033,0,2018-03-09,4494356922014377085,1520633770,1,1520633770,3,0,False,4,3,0,0,3,392,2,0,30,1.0,22,52.0,1196.0,48980000,43980000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5034,3,2018-03-09,7743463553159340746,1520665679,1,1520665679,3,0,False,0,3,0,0,3,0,2,0,32,1.0,24,63.0,984.0,69960000,68960000,1,0,1,193,1,1.0,1,1,0.0,1,2,2,0,0
5035,0,2018-03-09,4838865657431355241,1520656461,1,1520656461,0,1,True,5,14,0,0,9,2,8,0,43,1.0,29,28.0,631.0,34910000,33910000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5036,0,2018-03-09,3430902531008996164,1520642242,5,1520642242,0,0,False,0,0,0,0,0,17,0,0,49,0.0,32,89.0,1037.0,324620000,316620000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5037,0,2018-03-09,5153033764310254119,1520647461,3,1520647461,0,0,False,1,3,0,0,3,0,2,0,52,0.0,46,83.0,1042.0,14970000,10970000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5038,0,2018-03-09,1255832052222419119,1520649716,1,1520649716,0,0,False,1,3,0,0,3,75,2,0,55,1.0,49,37.0,760.0,100960000,94960000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5039,2,2018-03-09,3865117934505672456,1520620543,1,1520620543,1,0,False,0,3,0,0,3,222,2,0,55,1.0,36,82.0,2962.0,80980000,73980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5040,3,2018-03-09,5201144307393128519,1520625601,1,1520625601,0,1,True,5,0,0,0,0,0,0,0,94,1.0,65,40.0,1375.0,24490000,21490000,1,14,0,0,0,0.0,0,7,0.0,1,8,2,0,0
5041,1,2018-03-09,2130515416724545716,1520618656,1,1520618656,0,0,False,0,18,0,0,7,0,6,0,7,1.0,6,3.0,144.0,22590000,17590000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5042,0,2016-11-14,614194214723197176,1479110873,1,1479110873,0,0,False,0,19,1,36,12,0,10,1,11,1.0,11,0.0,191.0,146950000,138950000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
5043,1,2016-11-14,7623081080262005718,1479137000,1,1479137000,0,0,False,0,25,0,0,15,0,7,0,11,1.0,9,0.0,148.0,52790000,44790000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5044,1,2016-11-14,5793548802534178170,1479165686,9,1479165686,0,0,False,0,105,0,0,12,0,59,0,13,0.0,13,0.0,155.0,68990000,59990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5045,1,2016-11-14,4851816302878999610,1479147478,1,1479147478,0,0,False,3,10,0,0,6,0,5,0,13,1.0,11,0.0,290.0,34390000,30390000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5046,1,2016-11-14,6475106523537460964,1479136410,3,1479136410,0,0,False,0,0,0,0,0,0,0,0,13,0.0,13,0.0,322.0,31380000,30380000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5047,1,2016-11-14,747719955276069654,1479162364,1,1479162364,0,0,False,0,2,0,0,2,0,1,0,13,1.0,10,0.0,150.0,50590000,41590000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5048,1,2016-11-14,3445305317008053078,1479173263,3,1479173263,0,0,False,4,2,0,0,2,0,1,0,14,0.0,12,0.0,298.0,46790000,44790000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5049,3,2016-11-14,6926912273313312650,1479156168,4,1479156168,0,1,True,5,3,0,0,3,0,2,0,15,0.0,12,0.0,154.0,104800000,99800000,1,0,1,194,1,1.0,1,0,0.0,0,1,1,0,1
5050,2,2016-11-14,1945460168303919891,1479165085,1,1479165085,0,0,False,0,8,0,0,2,0,1,0,16,1.0,13,0.0,235.0,33000000,25000000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5051,2,2016-11-14,210005071508705826,1479146483,1,1479146483,0,0,False,3,12,0,0,7,0,6,0,16,1.0,16,0.0,281.0,88980000,79980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5052,1,2016-11-14,383083436389104117,1479145552,2,1479145552,0,0,False,0,8,0,0,2,0,1,0,16,0.0,15,0.0,1595.0,159700000,155700000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5053,1,2016-11-14,8190690604112443321,1479138209,2,1479138209,0,0,False,1,4,0,0,4,0,3,0,16,0.0,15,0.0,264.0,36190000,27190000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5054,0,2016-11-14,8400614529378971785,1479148656,2,1479148656,0,0,False,4,8,0,0,2,0,1,0,20,0.0,18,0.0,260.0,38580000,37580000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5055,0,2016-11-14,3387281260224146216,1479167102,2,1479167102,0,1,True,5,0,0,0,0,0,0,0,20,0.0,17,0.0,331.0,108990000,99990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5056,0,2016-11-14,5084913179068675208,1479190514,1,1479190514,0,0,False,1,3,0,0,3,0,2,0,20,1.0,18,0.0,255.0,62990000,55990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
5057,2,2016-11-14,4808974885561715322,1479137563,2,1479137563,3,0,False,1,35,0,0,19,0,7,0,23,0.0,16,0.0,597.0,80700000,74700000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5058,2,2016-11-14,6773163572466277381,1479182328,1,1479182328,1,0,False,0,3,0,0,3,6,2,0,26,1.0,20,0.0,3677.0,27990000,24990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5059,2,2016-11-14,8270496199036468990,1479177270,1,1479177270,0,0,False,3,3,0,0,3,186,2,0,27,1.0,21,0.0,681.0,25980000,23980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5060,3,2016-11-14,833578923660418003,1479143817,1,1479143817,0,0,False,1,3,0,0,3,2,2,0,29,1.0,23,0.0,259.0,18480000,15480000,1,0,1,195,1,1.0,1,0,0.0,1,1,1,0,1
5061,0,2016-11-14,9375313974510864309,1479147410,2,1479147410,0,0,False,0,3,0,0,3,0,2,0,29,0.0,22,0.0,387.0,46970000,38970000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5062,0,2016-11-14,4092654193706632876,1479165539,7,1479165539,0,0,False,0,4,0,0,4,2,3,0,30,0.0,24,0.0,426.0,44650000,38650000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5063,0,2016-11-14,389136722695149263,1479174700,1,1479174700,1,0,False,0,67,1,26,12,2,39,1,31,1.0,26,0.0,570.0,102940000,101940000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
5064,0,2016-11-14,833802672962058376,1479164251,20,1479164251,0,0,False,1,3,0,0,3,0,2,0,36,0.0,31,0.0,1129.0,32180000,31180000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5065,2,2016-11-14,7288884165054757545,1479144911,1,1479144911,0,0,False,0,2,0,0,2,23,1,0,37,1.0,27,0.0,485.0,192980000,183980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5066,0,2016-11-14,725021958135646864,1479186862,1,1479186862,0,0,False,1,3,0,0,3,4,2,0,40,1.0,32,0.0,1054.0,73980000,70980000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
5067,1,2016-11-14,2507346080386513370,1479153936,3,1479153936,0,0,False,3,4,0,0,4,0,3,0,40,0.0,30,0.0,1404.0,88600000,87600000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5068,2,2016-11-14,652777252868843895,1479162450,2,1479162450,3,0,False,1,3,0,0,3,54,2,0,41,0.0,33,0.0,601.0,759450000,756450000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5069,3,2016-11-14,3672929716170838467,1479175536,2,1479175536,0,0,False,1,3,0,0,3,6,2,0,41,0.0,31,0.0,1412.0,15480000,7480000,1,0,1,196,1,1.0,1,0,0.0,1,1,1,0,1
5070,1,2016-11-14,4705524295193430046,1479175851,10,1479175851,0,0,False,0,11,0,0,2,0,1,0,41,0.0,29,0.0,1513.0,50790000,44790000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5071,1,2016-11-14,6553890260973501420,1479176835,8,1479176835,0,0,False,0,2,0,0,2,2,1,0,44,0.0,35,0.0,877.0,68560000,63560000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5072,0,2016-11-14,8339039424154298019,1479129841,1,1479129841,0,0,False,1,3,0,0,3,393,2,0,46,1.0,32,0.0,1182.0,44980000,38980000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,0,1
5073,0,2016-11-14,55571790399340202,1479147517,4,1479147517,0,0,False,1,3,1,43,3,394,2,11,47,0.0,37,0.0,1765.0,76440000,75440000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5074,1,2016-11-14,3363669103170861963,1479152388,1,1479152388,0,0,False,0,4,0,0,4,0,3,0,67,1.0,52,0.0,2811.0,251410000,249410000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5075,0,2016-11-14,626672651895030919,1479170666,8,1479170666,0,0,False,3,3,0,0,3,0,2,0,69,0.0,48,0.0,725.0,66470000,65470000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5076,1,2016-11-14,915231789774520387,1479167077,1,1479167077,0,0,False,4,8,0,0,2,0,1,0,72,1.0,62,0.0,1537.0,21580000,17580000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5077,2,2016-11-14,6147396474895233852,1479137433,7,1479137433,0,0,False,3,3,0,0,3,0,2,0,75,0.0,53,0.0,1359.0,813360000,812360000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5078,1,2016-11-14,407927208045481071,1479130166,14,1479130166,0,0,False,0,10,0,0,6,0,5,0,83,0.0,58,0.0,997.0,90010000,85010000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5079,1,2016-11-14,3982018617759941881,1479141389,2,1479141389,0,0,False,0,4,0,0,4,0,3,0,94,0.0,60,0.0,920.0,103530000,99530000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5080,2,2016-11-14,3681004164006425285,1479192532,2,1479192532,0,0,False,1,3,0,0,3,0,2,0,124,0.0,95,0.0,1485.0,39880000,30880000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5081,0,2017-07-28,7745913892709272663,1501226854,1,1501226854,0,0,False,1,19,4,32,12,189,10,13,12,1.0,12,1.0,1367.0,14290000,13290000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5082,3,2017-07-28,7166449056011989823,1501291795,1,1501291795,0,0,False,1,3,0,0,3,4,2,0,22,1.0,17,16.0,242.0,28990000,20990000,1,0,1,197,1,1.0,1,1,0.0,1,2,2,0,0
5083,0,2017-07-28,4175693739550513271,1501299986,1,1501299986,0,0,False,1,3,0,0,3,20,2,0,29,1.0,26,42.0,1356.0,64070000,63070000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5084,3,2017-07-28,9521438372294298977,1501265091,3,1501265091,0,0,False,3,8,0,0,2,41,1,0,34,0.0,28,66.0,1173.0,46790000,44790000,1,0,1,198,1,1.0,1,1,0.0,1,2,2,0,0
5085,0,2017-07-28,587886297354228717,1501257147,1,1501257147,0,0,False,1,35,0,0,19,0,7,0,54,1.0,43,58.0,1774.0,29950000,25950000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5086,3,2017-07-28,9737166459620980047,1501254743,1,1501254743,0,0,False,1,3,0,0,3,157,2,0,57,1.0,42,39.0,1338.0,65650000,59650000,1,0,1,199,1,1.0,1,1,0.0,1,2,2,0,0
5087,1,2017-07-28,608915197735218105,1501264585,17,1501264585,0,0,False,3,3,0,0,3,0,2,0,8,0.0,8,17.0,359.0,109760000,104760000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5088,0,2017-07-28,7111968133200925943,1501297342,17,1501297342,0,1,True,5,3,0,0,3,16,2,0,15,0.0,13,25.0,259.0,105990000,99990000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5089,0,2017-07-28,9905174730865679854,1501254252,9,1501254252,0,0,False,1,2,0,0,2,0,1,0,15,0.0,12,40.0,464.0,57000000,50000000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5090,1,2017-07-28,9374732127201012465,1501276870,8,1501276870,0,0,False,0,2,0,0,2,0,1,0,16,0.0,11,45.0,965.0,23080000,17080000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5091,1,2017-07-28,5232863160454746212,1501280815,2,1501280815,0,0,False,3,2,0,0,2,0,1,0,16,0.0,13,78.0,418.0,16590000,13590000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5092,0,2017-07-28,5215840735346366486,1501245903,3,1501245903,0,0,False,3,3,0,0,3,22,2,0,16,0.0,12,39.0,138.0,107900000,103900000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5093,2,2017-07-28,97371986665596420,1501245017,11,1501245017,0,0,False,1,3,0,0,3,20,2,0,18,0.0,14,39.0,221.0,49200000,44200000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5094,0,2017-07-28,349598333236458498,1501255211,1,1501255211,1,0,False,0,35,0,0,19,3,7,0,21,1.0,20,40.0,1809.0,44980000,37980000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5095,1,2017-07-28,2155115683587711916,1501271847,1,1501271847,0,0,False,0,25,0,0,15,0,7,0,21,1.0,20,67.0,891.0,30390000,22390000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5096,4,2017-07-28,217143916288493658,1501282918,1,1501282918,0,0,False,0,12,0,0,7,0,6,0,21,1.0,18,47.0,1828.0,40760000,33760000,1,0,0,0,0,0.0,0,0,0.0,1,1,4,0,0
5097,0,2017-07-28,4920953157538129017,1501259606,1,1501259606,0,1,True,2,3,0,0,3,0,2,0,22,1.0,20,34.0,1335.0,11990000,6990000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5098,0,2017-07-28,1005326553546138067,1501270704,12,1501270704,0,0,False,0,2,0,0,2,0,1,0,23,0.0,18,60.0,1847.0,78980000,73980000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5099,1,2017-07-28,1053771337658446740,1501277040,2,1501277040,0,0,False,0,0,0,0,0,6,0,0,25,0.0,21,80.0,602.0,24190000,19190000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5100,3,2017-07-28,5199370466032130686,1501292650,2,1501292650,0,1,True,5,75,0,0,20,0,21,0,26,0.0,24,57.0,593.0,101480000,94480000,1,0,1,200,1,1.0,1,1,0.0,0,2,2,0,0
5101,2,2017-07-28,8899113493615355633,1501277488,1,1501277488,2,0,False,1,3,0,0,3,3,2,0,27,1.0,21,51.0,663.0,54460000,50460000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5102,1,2017-07-28,318476411656972479,1501248688,1,1501248688,0,0,False,0,3,0,0,3,0,2,0,28,1.0,22,68.0,392.0,37190000,29190000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5103,1,2017-07-28,856273082667959194,1501270824,11,1501270824,0,0,False,0,6,0,0,2,0,1,0,28,0.0,24,89.0,606.0,38460000,34460000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5104,0,2017-07-28,5215840735346366486,1501271535,4,1501271535,0,0,False,3,3,0,0,3,22,2,0,31,0.0,24,86.0,458.0,223000000,222000000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5105,1,2017-07-28,8825602309761363794,1501277066,3,1501277066,0,0,False,3,75,0,0,20,0,21,0,32,0.0,27,92.0,1477.0,201800000,196800000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5106,1,2017-07-28,4540509568993725359,1501277101,2,1501277101,0,0,False,4,8,0,0,2,0,1,0,33,0.0,28,85.0,1286.0,96980000,89980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5107,1,2017-07-28,240359488343865855,1501267583,7,1501267583,0,0,False,3,28,0,0,2,0,1,0,37,0.0,28,76.0,481.0,26980000,21980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5108,1,2017-07-28,6373565169411439679,1501301637,1,1501301637,0,0,False,0,6,0,0,2,0,1,0,38,1.0,33,75.0,1493.0,12790000,8790000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5109,2,2017-07-28,9240425877262756231,1501270894,2,1501270894,0,0,False,0,8,0,0,2,0,1,0,39,0.0,35,71.0,895.0,106000000,25000000,4,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5110,1,2017-07-28,3036945143044651672,1501262584,1,1501262584,0,0,False,1,3,0,1,3,2,2,0,41,1.0,21,59.0,1320.0,18630000,10630000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5111,1,2017-07-28,3303034042373276972,1501262790,4,1501262790,0,0,False,0,6,0,0,2,0,1,0,43,0.0,28,97.0,327.0,60760000,59760000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5112,0,2017-07-28,1459959210477445011,1501258399,1,1501258399,0,1,True,5,3,0,0,3,0,2,0,44,1.0,39,43.0,1257.0,52270000,47270000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5113,1,2017-07-28,702289726935404752,1501245874,2,1501245874,0,0,False,0,9,0,0,5,4,4,0,46,0.0,29,84.0,984.0,1268080000,1261080000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5114,1,2017-07-28,85319952392271706,1501282065,1,1501282065,0,0,False,0,2,0,0,2,0,1,0,48,1.0,36,70.0,2974.0,86340000,79340000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5115,1,2017-07-28,9832163989743197601,1501257012,2,1501257012,0,0,False,0,4,0,0,4,2,3,0,51,0.0,37,91.0,1920.0,55960000,47960000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5116,1,2017-07-28,853682097133967435,1501278936,2,1501278936,0,0,False,0,2,0,0,2,0,1,0,54,0.0,38,78.0,2725.0,163500000,156500000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5117,1,2017-07-28,6827945352712857729,1501265691,2,1501265691,0,0,False,0,2,0,0,2,0,1,0,54,0.0,38,84.0,2283.0,18590000,13590000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5118,1,2017-07-28,2616271879571385041,1501295162,3,1501295162,0,0,False,3,0,0,0,0,6,0,0,60,0.0,43,85.0,1911.0,93580000,85580000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5119,1,2017-07-28,9673964860189487919,1501278689,2,1501278689,0,0,False,0,8,0,0,2,0,1,0,64,0.0,50,80.0,2337.0,30030000,25030000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5120,2,2017-07-28,9417857471295131045,1501255344,19,1501255344,0,0,False,1,3,0,0,3,20,2,0,83,0.0,51,86.0,2147.0,875120000,685520000,2,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5121,1,2017-07-28,9879056257140317872,1501301835,1,1501301835,0,0,False,0,38,0,0,2,4,1,0,85,1.0,67,73.0,1489.0,71440000,63440000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5122,1,2017-07-28,2969418676126258798,1501257322,19,1501257322,0,0,False,3,8,0,0,2,0,1,0,129,0.0,80,76.0,4841.0,552050000,545050000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5123,1,2018-01-12,1668980009894215778,1515792103,4,1515792103,0,0,False,0,2,0,0,2,0,1,0,7,0.0,7,53.0,178.0,44180000,35180000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5124,2,2018-01-12,2072116134235658697,1515819402,2,1515819402,0,1,True,5,3,0,0,3,395,2,0,9,0.0,9,34.0,214.0,27990000,19990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5125,1,2018-01-12,5323449475406459075,1515776010,1,1515776010,0,0,False,0,2,0,0,2,3,1,0,11,1.0,10,49.0,690.0,18990000,15990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5126,0,2018-01-12,4640663337324705841,1515781981,4,1515781981,0,0,False,0,3,0,0,3,0,2,0,12,0.0,9,41.0,157.0,57170000,51170000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5127,2,2018-01-12,7761765937518511069,1515763326,5,1515763326,0,0,False,3,3,0,0,3,2,2,0,13,0.0,10,39.0,143.0,88990000,79990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5128,0,2018-01-12,1734759158452354148,1515818262,3,1515818262,0,0,False,0,16,0,0,2,2,1,0,15,0.0,13,40.0,269.0,84990000,79990000,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0
5129,1,2018-01-12,1059602290970220143,1515766389,4,1515766389,0,0,False,0,0,0,0,0,0,0,0,15,0.0,13,82.0,401.0,100980000,95980000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5130,1,2018-01-12,5414623533589809472,1515785575,2,1515785575,0,0,False,0,3,0,0,3,0,2,0,17,0.0,13,55.0,116.0,51380000,50380000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5131,1,2018-01-12,5570806278549770983,1515782241,12,1515782241,0,0,False,0,2,0,0,2,0,1,0,18,0.0,15,72.0,1251.0,40780000,36780000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5132,1,2018-01-12,8361305959049364788,1515798747,5,1515798747,0,0,False,0,2,0,0,2,0,1,0,19,0.0,17,70.0,891.0,39980000,31980000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5133,1,2018-01-12,7742906093106416102,1515778548,3,1515778548,0,0,False,0,2,0,0,2,1,1,0,21,0.0,17,65.0,535.0,25590000,17590000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5134,1,2018-01-12,8180373346853700881,1515768145,2,1515768145,0,0,False,0,25,0,0,15,0,7,0,22,0.0,18,55.0,321.0,71990000,63990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5135,1,2018-01-12,2769330841230908084,1515796091,2,1515796091,0,0,False,3,2,0,0,2,0,1,0,23,0.0,19,73.0,579.0,50730000,45730000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5136,2,2018-01-12,3964406817131228681,1515825357,1,1515825357,1,0,False,0,11,0,0,2,4,1,0,29,1.0,23,50.0,381.0,114950000,111950000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5137,1,2018-01-12,6240228900794169029,1515815516,2,1515815516,0,0,False,0,2,0,0,2,0,1,0,29,0.0,23,68.0,573.0,28990000,21990000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5138,0,2018-01-12,20771855114075437,1515796238,1,1515796238,0,0,False,4,2,0,0,2,0,1,0,31,1.0,26,36.0,704.0,40980000,31980000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5139,1,2018-01-12,9146590778824852838,1515796779,2,1515796779,0,0,False,0,2,0,0,2,0,1,0,31,0.0,24,65.0,531.0,54970000,51970000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5140,2,2018-01-12,5054695716813151454,1515784087,1,1515784087,0,0,False,0,3,0,0,3,396,2,0,33,1.0,24,78.0,1123.0,80850000,71850000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,0,1
5141,1,2018-01-12,77127376259015528,1515816564,1,1515816564,0,0,False,0,0,0,0,0,6,0,0,33,1.0,22,55.0,473.0,104360000,98360000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
5142,3,2018-01-12,7803437096506812413,1515771038,33,1515771044,0,0,False,0,3,0,0,3,4,2,0,35,0.0,26,87.0,1021.0,110560000,106560000,1,3,1,201,1,1.0,1,2,0.0,0,12,2,0,0
5143,1,2018-01-12,4680148272887209133,1515793626,3,1515793626,0,0,False,0,25,0,0,15,0,7,0,35,0.0,22,67.0,317.0,103440000,100440000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5144,0,2018-01-12,3845403798295390107,1515800055,1,1515800055,0,0,False,1,3,0,0,3,397,2,0,44,1.0,41,48.0,2377.0,20990000,12990000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5145,1,2018-01-12,319530526285428871,1515765807,5,1515765807,0,0,False,0,3,0,0,3,6,2,0,52,0.0,31,87.0,1490.0,34760000,32760000,1,0,0,0,0,0.0,0,0,0.0,0,1,1,1,1
5146,0,2018-01-12,41165854144418773,1515769394,1,1515769394,0,0,False,1,3,0,0,3,4,2,0,55,1.0,38,51.0,728.0,22990000,21990000,1,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0
5147,3,2016-11-06,3086932451453585214,1478446373,1,1478446373,0,1,True,5,3,0,0,3,398,2,0,14,1.0,14,0.0,256.0,21000000,15000000,1,0,1,202,1,1.0,1,0,0.0,1,1,1,0,1
5148,1,2016-11-06,3219030339075413961,1478484248,2,1478484248,0,0,False,1,3,0,0,3,0,2,0,14,0.0,14,0.0,611.0,33990000,31990000,1,0,0,0,0,0.0,0,0,0.0,1,1,1,1,1
